Test Name,Section #,Section Name,Test ID,Function Block,Test Type,Category,Method,IUT,Test Purpose / Requirement,Initial Conditions,Test Steps,Example Test Input,Example Test Output,Success Criteria,Warning Criteria,Failure Criteria,Result,Comments,Include Test (tb deleted),DMD Test,CMD Test,,New IDs
"Invalid Authorization Code Grant Access Token Request (""redirect_uri"" element doess not match the ""redirect_uri"" element in the Authorization Code Request)",,Authorization,OA036,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request with multiple ""code"" parameters",Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test Software issues an OAuth 2.0 Authorization Code Grant Access Token request with a ""redirect_uri"" element value that does
     not match the ""redirect_uri"" element contained in the previously issued OAuth 2.0 Authorization Request
6. Verify the Data Custodian isses an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""Invalid_request""",,,,,,,,,,,X,
"Invalid Authorization Code Grant Access Token Request (""code"" element contains an authorization code issued to another client)",,Authorization,OA037,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request with multiple ""redirect_uri"" parameters",Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test Software issues an OAuth 2.0 Authorization Code Grant Access Token request with a ""code"" element value that was
     issued to another Third Party application
6. Verify the Data Custodian isses an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""Invalid_request""",,,,,,,,,,,X,
"Invalid Authorization Code Grant Access Token Request (""code"" element contains an invalid authorization code)",,Authorization,OA038,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request with multiple ""client_id"" parameters",Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test Software issues an OAuth 2.0 Authorization Code Grant Access Token request with an invalid ""code"" element value
6. Verify the Data Custodian isses an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""Invalid_request""",,,,,,,,,,,X,
"Invalid Authorization Code Grant Access Token Request (""code"" element contains a valid authorization code issued 15 minutes prior)",,Authorization,OA039,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request containing a ""client_id="" parameter and a valid HTTP BASIC authorization header",Third Party has been authorized (registered) and configured,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test Software waits 15 minutes before it issues an OAuth 2.0 Authorization Code Grant Access Token request with 
     ""code"" element value returned to the Test Software's Redirection EndPoint
6. Verify the Data Custodian isses an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""Invalid_request""",,,,,,,,,,,X,
"Invalid Authorization Code Grant Access Token Request (""code"" element contains a valid authorization code issued 10 minutes prior)",,Authorization,OA040,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request containing an authorization_code (""code="" parameter) NOT issued to the ""client_id"" in the Access Token Request",,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test Software waits 10 minutes before it issues an OAuth 2.0 Authorization Code Grant Access Token request with 
     ""code"" element value returned to the Test Software's Redirection EndPoint
6. Verify the Data Custodian isses an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""Invalid_request""",,,,,,,,,,,X,
"Invalid Authorization Code Grant Access Token Request (""code"" element contains a valid authorization code issued 5 minutes prior)",,Authorization,OA041,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request containing an INVALID authorization_code (""code="" parameter)",,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test Software waits 5 minutes before it issues an OAuth 2.0 Authorization Code Grant Access Token request with 
     ""code"" element value returned to the Test Software's Redirection EndPoint
6. Verify the Data Custodian isses an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""Invalid_request""",,,,,,,,,,,X,
"Invalid Authorization Code Grant Access Token Request (""code"" element contains a valid authorization code issued 1 minute prior)",,Authorization,OA042,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request not containing a ""redirect_uri"" parameter ",,"1. Test Software allows Data Custodian under test to manually ensure Retail Customer is Signed Off
2. Test Software issues a validly formatted OAuth 2.0 Authorization Request to Data Custodian under test
3. Test Software allows Data Custodian under test to manually perform successful Retail Customer authentication
4. Test Software allows Data Custodian under test to manually approve the Third Party access to data
5. Test Software waits 1 minute before it issues an OAuth 2.0 Authorization Code Grant Access Token request with 
     ""code"" element value returned to the Test Software's Redirection EndPoint
6. Verify the Data Custodian isses an HTTP Status Code 400 (Bad Request)
7. Verify the Data Custodian response is Content-Type = (application/json)
8. Verify the Data Custodian response JSON structure contains the following Member Key:
     ""error""
9. Verify the Data Custodian response JSON structure ""error"" key contains ""Invalid_request""",,,,,,,,,,,X,
Access Token (grant_type=authorization_code),,Authorization,OA043,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request containing a ""redirect_uri"" parameter if the ""redirect_uri"" does NOT match the ""redirect_uri"" parameter contained in the original Authorization Request parameter",,,,,,,,,,,,,X,
Access Token (grant_type=authorization_code),,Authorization,OA044,FB_14,Negative,Protocol,Test,Server,Verify Data Custodian rejects an Access Token Request containing a previously used authorization_code,,,,,,,,,,,,,X,
Access Token (grant_type=authorization_code),,Authorization,OA045,FB_14,Negative,Protocol,Test,Server,Verify Data Custodian rejects an Access Token Request containing an expired authorization_code,,,,,,,,,,,,,X,
Access Token (grant_type=authorization_code),,Authorization,OA046,FB_14,Negative,Protocol,Test,Server,Verify Data Custodian issued authorization_code values expire within 10 minutes of being issued,,,,,,,,,,,,,X,
Access Token (grant_type=authorization_code),,Authorization,OA047,FB_14,Positive,Format,Test,Server,"Verify Data Custodian issued Access Token Response (grant_type=authorization_code) contains: access_token, token_type, expires_in, refresh_token, scope, resourceURI, and authorizationURI ",,,,,,,,,,,,,X,
Access Token (grant_type=authorization_code),,Authorization,OA048,FB_14,Positive,Protocol,Test,Client,Verify Third Party successfully processes a properly formatted Access Token Response,,,,,,,,,,,,X,,
Access Token (grant_type=client_credentials),,Authorization,OA049,FB_14,Positive,Format,Test,Client,Verify Third Party Issues a validly formatted Access Token Request (grant_type=client_credentials),,"1. Client issues an OAuth 2.0 Access Token Request [RFC6749]                                                                                                                                             2. Verify Access Token Request is sent to the Data Custodian's Token Endpoint                                                                                                                                                                                3. Verify the access token request utilizes the BASIC Authentication technique [RFC6749]                                                                                                                      4. Verify the ""grant_type"" element is the only element and its value is ""client_credentials""                                                                                                                                                                                                                                                                                                     ",,,,,,,,,,X,,
Access Token (grant_type=client_credentials),,Authorization,OA050,FB_14,Positive,Format,Test,Server,Verify Data Custodian issues a properly formatted Access Token Response (grant_type=client _credentials),,"1. Verify Access Token Response does NOT contain a ""refresh_token"" value",,,,,,,,,,,X,
Access Token (grant_type=client_credentials),,Authorization,OA051,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request with multiple ""grant_type"" parameters",Third Party has been authorized (registered) and configured,"1. Client issues an OAuth 2.0 Access Token Request [RFC6749] with multiple ""grant_type"" elements                                                                                                            2. Verify the server issues an Access Token Request Error Response with an ""error"" element of ""invalid_request"" ",,,,,,,,,,,X,
Access Token (grant_type=client_credentials),,Authorization,OA052,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request with multiple ""scope"" elements",Third Party has been authorized (registered) and configured,"1. Client issues an OAuth 2.0 Access Token Request [RFC6749] with multiple ""scope"" elements                                                                                                           2. Verify the server issues an Access Token Request Error Response with an ""error"" element of ""invalid_request"" ",,,,,,,,,,,X,
Access Token (grant_type=client_credentials),,Authorization,OA053,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects an Access Token Request with an INVALID ""scope"" parameter",Third Party has been authorized (registered) and configured,"1. Client issues an OAuth 2.0 Access Token Request [RFC6749] with a ""scope"" element value of ""InvalidScopeElement""                                                                                                                                                                                       2. Verify the server issues an Access Token Request Error Response with an ""error"" element of ""invalid_scope""",,,,,,,<Note: May need various forms of Invalid SCOPE Parameter Values ????>,,,,X,
Access Token (grant_type=client_credentials),,Authorization,OA054,FB_14,Positive,Protocol,Test,Client,Verify Third Party successfully processes a properly formatted Access Token Response,,,,,,,,,,,,X,,
Refresh Token,,Authorization,OA055,FB_14,Positive,Format,Test,Client,Verify Third Party Issues a validly formatted Refresh Token Request ,,"1. Client issues an OAuth 2.0 Refresh Token Request [RFC6749]                                                                                                                   2. Verify Refresh Token Request is sent to the Data Custodian's Token Endpoint                                                                                                                                                                                3. Verify the Refresh Token Request utilizes the BASIC Authentication technique [RFC6749]                                                                                                                      4. Verify the ""grant_type"" element is the only element and its value is ""refresh_token""                                                                                                                  5. Verify the Refresh Token Request contains a ""refresh_token"" parameter                                                                                                                                                                                                                                                                                                ",,,,,,,,,,X,,
Refresh Token,,Authorization,OA056,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects a Refresh Token Request with NO ""grant_type"" parameter","1. Client issues an OAuth 2.0 Access Token Request [RFC6749] without a ""code"" element                                                                                                            2. Verify the server issues an Access Token Request Error Response with an ""error"" element of ""invalid_request""","1. Client issues an OAuth 2.0 Refresh Token Request [RFC6749] without a ""grant_type"" element                                                                                                            2. Verify the server issues an Access Token Request Error Response with an ""error"" element of ""invalid_request"" ",,,,,,,,,,,X,
Refresh Token,,Authorization,OA057,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects a Refresh Token Request with NO ""refresh_token"" parameter",,"1. Client issues an OAuth 2.0 Refresh Token Request [RFC6749] without a ""refresh_code"" element                                                                                                            2. Verify the server issues an Access Token Request Error Response with an ""error"" element of ""invalid_request"" ",,,,,,,,,,,X,
Refresh Token,,Authorization,OA058,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects a Refresh Token Request with multiple  ""grant_type"" parameters","1. Client issues an OAuth 2.0 Access Token Request [RFC6749] without a ""code"" element                                                                                                            2. Verify the server issues an Access Token Request Error Response with an ""error"" element of ""invalid_request""","1. Client issues an OAuth 2.0 Refresh Token Request [RFC6749] with multiple ""grant_type"" elements                                                                                                            2. Verify the server issues an Access Token Request Error Response with an ""error"" element of ""invalid_request"" ",,,,,,,,,,,X,
Refresh Token,,Authorization,OA059,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects a Refresh Token Request with multiple ""refresh_token"" parameters",,"1. Client issues an OAuth 2.0 Refresh Token Request [RFC6749] with multiple ""refresh_code"" elements                                                                                                            2. Verify the server issues an Access Token Request Error Response with an ""error"" element of ""invalid_request"" ",,,,,,,,,,,X,
Refresh Token,,Authorization,OA060,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects a Refresh Token Request with multiple ""scope"" parameters",,"1. Client issues an OAuth 2.0 Refresh Token Request [RFC6749] with multiple ""scope"" elements                                                                                                            2. Verify the server issues an Access Token Request Error Response with an ""error"" element of ""invalid_request"" ",,,,,,,,,,,X,
Refresh Token,,Authorization,OA061,FB_14,Negative,Protocol,Test,Server,Verify Data Custodian properly authenticates and accepts a Refresh Token Request with a valid HTTP BASIC Authorization header,,,,,,,,,,,,,X,
Refresh Token,,Authorization,OA062,FB_14,Negative,Protocol,Test,Server,Verify Data Custodian rejects a Refresh Token Request with a INVALID HTTP BASIC Authorization header,,,,,,,,,,,,,X,
Refresh Token,,Authorization,OA063,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects a Refresh Token Request containing a ""refresh_token"" element that was NOT issued to the requesting Third Party Application",,,,,,,,,,,,,X,
Refresh Token,,Authorization,OA064,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects a Refresh Token Request containing a ""refresh_token"" element that is expired",,,,,,,,,,,,,X,
Refresh Token,,Authorization,OA065,FB_14,Negative,Protocol,Test,Server,"Verify Data Custodian rejects a Refresh Token Request containing a ""scope"" element that does NOT match the ""scope"" element value used to obtain the original Access Token.",,,,,,,,,,,,,X,
Request / Reply,REQ.21.4,Communication,ON001,FB_03,,Online,Test,,,,,,,,,,,,,,,,
HTTP,REQ.21.6.2,Communication,PROTO001,FB_01,Positive,Protocol,Test,Both,Verify implementation of HTTP.,,"1.  Log in as an eligible user.
2.  Navigate to web portal Green Button Download My Data screen.
3. Verify that screen is shown
4.  Verify webpage URL utilizes HTTP Protocol _ inspect browser for http://.",,,Web portal interface utilizes HTTP Protocol.,,,,,,X,,,
HTTPS,REQ.21.6.2,Communication,PROTO002,FB_13,Positive,Protocol,Test,Both,Verify implementation of HTTPS,,"For requests that may contain private data, ensure that HTTPS is used, and that HTTP requests are not supported",,,,,,,,,,,,
,,,TC001,FB_13,Positive,Security,Test,Server,Test software shall issue a service request over an SSL session and shall verify that the response HTTP header contains the following fields and information _ fields TBD,,,,,,,,,,,,,,
,,,TC002,FB_13,Positive,Security,Test,Server,Verify that REST request headers include _ fields TBD,,,,,,,,,,,,,,
,,,TC003,FB_13,Positive,Security,Test,Server,Verify that the Data Custodian implements TLS 1.2.,,,,,,,,,,,,,,
,,,TC004,FB_13,Positive,Security,Test,Server,Verify that when communicating with a Retail Customer the Data Custodian negotiates the highest level of TLS mutually supported.,,,,,,,,,,,,,,
,,,TC005,FB_13,Positive,Security,Test,Server,Verify that when communicating with a Retail Customer the Data Custodian rejects TLS_RSA_WITH_NULL_SHA cipher suites.,,,,,,,,,,,,,,
,,,TC006,FB_13,Positive,Security,Test,Server,Verify that when communicating with a Retail Customer at a minimum the Data Custodian accepts the TLS_RSA_WITH_AES_128_CBC_SHA cipher suite.,,,,,,,,,,,,,,
,,,TC007,FB_13,Positive,Security,Test,Server,Verify that when communicating with a Third Party the Data Custodian negotiates the highest level of TLS mutually supported.,,,,,,,,,,,,,,
,,,TC008,FB_13,Positive,Security,Test,Server,Verify that the Data Custodian maintains an unexpired unrevoked RSA certificate with a public key length of at least 2048 bits.,,,,,,,,,,,,,,
,,,TC009,FB_13,Positive,Security,Test,Server,Test software or manual inspection shall verify that the Data Custodian RSA certificate was issued by a Certificate Authority (CA) that has been successfully audited according to the criteria of ETSI or WebTrust.,,,,,,,,,,,,,,
,,,TC010,FB_13,Positive,Security,Test,Server,Test software or manual inspection shall verify that Tokens and IDs communicated by the Data Custodian are opaque and if based on actual Customer information that they are randomized using a secure method to protect privacy.,,,,,,,,,,,,,,
,,,TC011,FB_13,Positive,Security,Test,Server,Test software or manual inspection shall verify that Tokens and IDs communicated by the Data Custodian consist of at least 48 bits and can be the random number part of an RFC2422 UUID.,,,,,,,,,,,,,,
,,,TC012,FB_13,Positive,Security,Test,Server,Manual inspection of supporting documentation shall confirm that the Data Custodian implementation utilizes software libraries which are FIPS 140-2 level 1 or higher and listed on the CMVP website.,,,,,,,,,,,,,,
,,,TC013,FB_13,Positive,Security,Test,Server,Verify that the Third Party implements TLS 1.1 or higher.,,,,,,,,,,,,,,
,,,TC014,FB_13,Positive,Security,Test,Server,Verify that when communicating with a Retail Customer the Third Party negotiates the highest level of TLS mutually supported.,,,,,,,,,,,,,,
,,,TC015,FB_13,Positive,Security,Test,Server,Verify that when communicating with a Data Custodian the Third Party negotiates the highest level of TLS mutually supported.,,,,,,,,,,,,,,
,,,TC016,FB_13,Positive,Security,Test,Server,Verify that the Third Party maintains an unexpired unrevoked RSA certificate with a public key length of at least 2048 bits.,,,,,,,,,,,,,,
,,,TC017,FB_13,Positive,Security,Test,Server,Test software or manual inspection shall verify that the Third Party RSA certificate was issued by a Certificate Authority (CA) that has been successfully audited according to the criteria of ETSI or WebTrust.,,,,,,,,,,,,,,
,,,TC018,FB_13,Positive,Security,Test,Server,Test software or manual inspection shall verify that Tokens and IDs communicated by the Third Party are opaque and if based on actual Customer information that they are randomized using a secure method to protect privacy.,,,,,,,,,,,,,,
,,,TC019,FB_13,Positive,Security,Test,Server,Test software or manual inspection shall verify that Tokens and IDs communicated by the Third Party consist of at least 48 bits and can be the random number part of an RFC2422 UUID.,,,,,,,,,,,,,,
,,,TC020,FB_13,Positive,Security,Test,Server,Manual inspection of supporting documentation shall confirm that the Third Party implementation utilizes software libraries which are FIPS 140-2 level 1 or higher and listed on the CMVP website.,,,,,,,,,,,,,,
Authorized GET access to ApplicationInformation entry,REQ.21.6.2,Communication,FND001,FB_03,Positive,Fundamental,Test,Server,Verify positive GET behavior for atom:entry with ApplicationInformation as the source using registration_access_token,"Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
registration_access_token
ApplicationInformationId","1. Client sends GET request for atomentry type resource i.e. {dataCustodianResourceEndpoint}/ApplicationInformation/{ApplicationInformationId}
2. Verifiy receipt of positive response 200 - OK
3. Verify contents of recevied ApplicationInformation specifically:
ApplicationInformation must contain the following fields:  

dataCustodianId,dataCustodianApplicationStatus,thirdPartyNotifyUri,authorizationServerAuthorizationEndpoint,authorizationServerTokenEndpoint,dataCustodianBulkRequestURI,dataCustodianResourceEndpoint,thirdPartyScopeSelectionScreenURI,thirdPartyUserPortalScreenURI,client_secret,client_name,client_uri,client_id,software_id,software_version,client_id_issued_at,client_secret_expires_at,token_endpoint_auth_method,scope,grant_types,response_types,registration_client_uri,registration_access_token,dataCustodianScopeSelectionScreen

and

dataCustodianApplicationStatus must contain a value of 1,2,3 or 4
token_endpoint_auth_method must contain the value client_secret_basic
grant_types must contain a value of authorization_code, refresh_token or client_credentials
if grant_types=client_credentials then redirect_uri should not be present or should contain a null value. Otherwise redirect_uri must be present.
",,,,,,,,,,,,
Forbidden GET access to ApplicationInformation entry,REQ.21.6.2,Communication,FND002,FB_03,Negative,Fundamental,Test,Server,"Verify forbidden access to atom:entry, ApplicationInformation in response to GET using  client_access_token, access_token, empty access token","Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
client_access_token
ApplicationInformationId","1. Client sends GET requests  for atom:entry type resource i.e. {dataCustodianResourceEndpoint}/ApplicationInformation/{ApplicationInformationId} using  client_access_token, access_token, empty access token
2. Verifiy receipt of negative response 403 - Forbidden for each GET request",,,,,,,,,,,,
Authorized GET access to Authorization feed,REQ.21.6.2,Communication,FND003,FB_03,Positive,Fundamental,Test,Server,Verify positive GET behavior for atom:feed with Authorization as the source using client_access_token,"Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
client_access_token
list of authorizations granted and count","1. Client sends GET request for atom:feed type resource i.e. {dataCustodianResourceEndpoint}/Authorization
2. Verify receipt of positive response 200 - OK
3. Verify response contents (TBD)",,,,,,,test harness can assume there is a collection including the one for the client_access_token and one for each authorization granted. Depending agreement with DCs (based on the one slide which suggests what information should be shared as set up for the harness) tester should expect a number of responses. Each one should be schema valid and contain all the required fields and values. (Don to supply),,,,,
Forbidden GET access to Authorization feed,REQ.21.6.2,Communication,FND004,FB_03,Negative,Fundamental,Test,Server,"Verify forbidden access to atom:feed, Authorization in response to GET using registration_access_token, access_token,  empty access token","Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
client_access_token","1. Client sends GET requests for atom:feed type resource i.e. {dataCustodianResourceEndpoint}/Authorization using registration_access_token, access_token,  empty access token
2. For each GET response verifiy receipt of negative response 403 - Forbidden",,,,,,,,,,,,
Authorized GET access to Authorization entry,REQ.21.6.2,Communication,FND005,FB_03,Positive,Fundamental,Test,Server,Verify GET behavior for entries with Authorization as the source using client_access_token,"Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
client_access_token
AuthorizationId","1. Client sends GET request for atom:entry type resource i.e. {dataCustodianResourceEndpoint}/Authorization/{AuthorizationId}
2. Verifiy receipt of response 200 - OK
3. Verify contents of recevied Authorization specifically:
Authorization entry must contain the following fields:

authorizedPeriod,publishedPeriod,access_token,expiresAt,grant_type,refresh_token,scope,token_type,resourceURI,authorizationURI

and

if status is present it contains a value of 0, 1 or 2
grant_type contains a value of authorization_code
",,,,,,,,,,,,
Forbidden GET access to Authorization entry,REQ.21.6.2,Communication,FND006,FB_03,Negative,Fundamental,Test,Server,"Verify forbidden access to atom:entry, Authorization in response to GET using registration_token,  access_token, empty access token","Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
client_access_token
AuthorizationId","1. Client sends GET requests for atom:entry type resource i.e. {dataCustodianResourceEndpoint}/Authorization/{AuthorizationId} using registration_token,  access_token, empty access token
2. For each GET response verifiy receipt of negative response 403 - Forbidden",,,,,,,,,,,,
Authorized GET access to Batch/Subscription entry,REQ.21.6.2,Communication,FND007,FB_03,Positive,Fundamental,Test,Server,Verify GET behavior for Batch/Subscription resource using access_token,"Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
access_token
SubscriptionId","1. Client sends GET request for {dataCustodianResourceEndpoint}/Batch/Subscription/{SubscriptionId}
2. Verify receipt of positive response 200 - OK
3. Verify response contains a feed with at least 1 UsagePoint",,,,,,,,,,,,
Forbidden GET access to Batch/Subscription entry,REQ.21.6.2,Communication,FND008,FB_03,Negative,Fundamental,Test,Server,"Verify forbidden access to Batch/Subscription in response to GET using  client_access_token, registration_access_token,  access token","Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
client_access_token
SubscriptionId","1. Client sends GET requests for atom:entry type resource i.e. {dataCustodianResourceEndpoint}/Batch/Subscription/{SubscriptionId} using  client_access_token, registration_access_token,  access token
2. For each GET response verifiy receipt of negative response 403 - Forbidden",,,,,,,,,,,,
Authorized GET access to ReadServiceStatus,REQ.21.6.2,Communication,FND009,FB_03,Positive,Fundamental,Test,Server,Verify GET behaviour for ReadServiceStatus resource using client_access_token,"Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
client_access_token","1. Client sends GET request for {dataCustodianResourceEndpoint}/ReadServiceStatus
2. Verify receipt of response 200 - OK
3. Verify contents of ReadServiceStatus response entry",,,,,,,,,,,,
Forbidden GET access to ReadServiceStatus,REQ.21.6.2,Communication,FND010,FB_03,Negative,Fundamental,Test,Server,"Verify forbidden access to ReadServiceStatus in response to GET using access_token,  registration_access_token, empty access token","Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
access_token","1. Client sends GET requests for atom:entry type resource i.e.  {dataCustodianResourceEndpoint}/ReadServiceStatus using access_token,  registration_access_token, empty access token
2. For each GET response verifiy receipt of negative response 403 - Forbidden",,,,,,,,,,,,
Notification Push/POST to ThirdParty of ApplicationInformation,REQ.21.6.2,Communication,PSH_001,FB_39,Positive,Fundamental,Test,Server,Verify Thirdparty notification of ApplicationInformation by DataCustodian,"Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
registration_access_token","1. Trigger DataCustodian to initiate a notificatiion (TBD: manual or automatic)
2. Verify Notfication is received
3. Verify well-formed Notification
4. Retreived data specified by the notification using either REST GET or SFTP get (depending on notification contents- could be either) -if REST GET use registration_access_token
5 Verify ApplicationInformation contents - schema validation only",,,,,,,,,,,,
Notification Push/POST to ThirdParty of Authorization,REQ.21.6.2,Communication,PSH_002,FB_39,Positive,Fundamental,Test,Server,Verify Thirdparty notification of Authorization by DataCustodian,"Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
client_access_token","1. Trigger DataCustodian to initiate a notificatiion (TBD: manual or automatic)
2. Verify Notfication is received
3. Verify well-formed Notification
4. Retreived data specified by the notification using either REST GET or SFTP get (depending on notification contents- could be either). if REST GET use client_access_token
5 Verify Authorization contents - schema validation only.",,,,,,,,,,,,
Notification Push/POST to ThirdParty of Subscription,REQ.21.6.2,Communication,PSH_003,FB_39,Positive,Fundamental,Test,Server,Verify Thirdparty notification of Subscription by DataCustodian,"Third Party test harness has been configured and registered/authorized by the DC under test with the following required information: 
access_token","1. Trigger DataCustodian to initiate a notificatiion (TBD: manual or automatic)
2. Verify Notfication is received
3. Verify well-formed Notification
4. Retreived data specified by the notification using either REST GET or SFTP get (depending on notification contents- could be either). If REST GET use access_token
5 Verify Subscription contents i.e. schema validation only",,,,,,,,,,,,
DataCustodian detection of Notification Push/POST failure,REQ.21.6.2,Communication,PSH_004,FB_39,Negative,Fundamental,Test,Server,Verify by demonstration that notifcation to TP failure is detected by DC,Third Party test harness has been configured and registered/authorized by the DC under test,"1. Place TP/test application off-line
2. Trigger DataCustodian to initiate a notificatiion (TBD: manual or automatic)
3. Verify by demonstration that the DC detects notification failure",,,,,,,,,,,,
SFTP for BULK notification,REQ.21.6.2,Communication,SFTP_001,FB_34,Positive,Fundamental,Test,Server,Verify Thirdparty notification of Bulk data by DataCustodian and data transfer using SFTP,"Third Party has been authorized and configured
Pre configured Authorizations
Authorizations need bulk scope","1. Trigger DataCustodian to initiate a bulk notification i.e. sftp://{dataCustodianResourceEndpoint}/Batch/Bulk/{BulkID} (TBD: manual or automatic)
2. Verify Notfication is received
3. Verify well-formed Notification
4. Retreived data specified by the notification using SFTP get
5. Validate the data:
Pass schema
Must contain 1 feed with one of more entry(s)
Verify there is a valid authorization for each entry and the scope of each authorization for each entry has BR=BulkId
Utilize Authorization feed to obtain a list of authorizations to check against. use required token: C",,,,,,,,,,,,
REST for BULK notification - authorized GET access,REQ.21.6.2,Communication,RBK_001,FB_35,Positive,Fundamental,Test,Server,Verify Thirdparty notification of Bulk data by DataCustodian and data transfer using REST GET with client_access_token,"Third Party has been authorized and configured
Pre configured Authorizations
Authorizations need bulk scope
client_access_token","1. Trigger DataCustodian to initiate a bulk notification i.e. https://{dataCustodianResourceEndpoint}/Batch/Bulk/{BulkID} (TBD: manual or automatic)
2. Verify Notfication is received
3. Verify well-formed Notification
4. Retreived data specified by the notification using REST GET using client_access_token
5. Confirm positive response 200 - OK
6. Validate the data:
Pass schema
Must contain 1 feed with one of more entry(s)
Verify there is a valid authorization for each entry and the scope of each authorization for each entry has BR=BulkId
Utilize Authorization feed to obtain a list of authorizations to check against. use required token: C",,,,,,,,,,,,
